Title,Abstract,Date
Fol: A Language for Implementing File Organizations for Information Storage And Retrieval Systems,"The language FOL is described. FOL facilitates the implementation of file organizations for IS & R systems. FOL is implemented in a list processing language LPL. Files in FOL are interepreted as a list of records, where each record is equivalent to a node structure. A description of LPL is also included.",1973
"An Interactive Environment for Tool Selection, Specification and Composition","This paper describes a high-level, screen oriented programming environment that supports problem solving by tool selection and tool composition. Each tool is a powerful parameterized program that performs a single high-level operation (e.g., sort a file). To solve a given problem, the user first interacts with the system to compose a task overview consisting of a sequence of generic operations. Such sequences are called compositions.  Once an overview is established, a second part of the environment interacts with the user to help expand the generic operations into a corresponding sequence of parameterized tool calls. When a composition is expanded to include details such as parameterization and punctuation it is called a script. This script, when executed by the underlying runtime system, computes a solution to the specified user task.  The current environment runs under the Unix operating system on a VAX 11/785, and uses a Bitgraph terminal with a 640x720 bitmap display and standard keyboard as the principal interface device.",1986
Parallel Load Balancing Strategies for Ensembles of Stochastic Biochemical Simulations,"The evolution of biochemical systems where some chemical species are present with only a small number of molecules, is strongly inﬂuenced by discrete and stochastic effects that cannot be accurately captured by continuous and deterministic models. The budding yeast cell cycle provides an excellent example of the need to account for stochastic effects in biochemical reactions. To obtain statistics of the cell cycle progression, a stochastic simulation algorithm must be run thousands of times with different initial conditions and parameter values. In order to manage the computational expense involved, the large ensemble of runs needs to be executed in parallel. The CPU time for each individual task is unknown before execution, so a simple strategy of assigning an equal number of tasks per processor can lead to considerable work imbalances and loss of parallel efficiency. Moreover, deterministic analysis approaches are ill suited for assessing the effectiveness of load balancing algorithms in this context. Biological models often require stochastic simulation. Since generating an ensemble of simulation results is computationally intensive, it is important to make efficient use of computer resources. This paper presents a new probabilistic framework to analyze the performance of dynamic load balancing algorithms when applied to large ensembles of stochastic biochemical simulations. Two particular load balancing strategies (point-to-point and all-redistribution) are discussed in detail. Simulation results with a stochastic budding yeast cell cycle model conﬁrm the theoretical analysis. While this work is motivated by cell cycle modeling, the proposed analysis framework is general and can be directly applied to any ensemble simulation of biological systems where many tasks are mapped onto each processor, and where the individual compute times vary considerably among tasks.",2010-12-01
Data Leak Detection As a Service: Challenges and Solutions,"We describe a network-based data-leak detection (DLD) technique, the main feature of which is that the detection does not require the data owner to reveal the content of the sensitive data. Instead, only a small amount of specialized digests are needed. Our technique – referred to as the fuzzy fingerprint – can be used to detect accidental data leaks due to human errors or application flaws. The privacy-preserving feature of our algorithms minimizes the exposure of sensitive data and enables the data owner to safely delegate the detection to others.We describe how cloud providers can offer their customers data-leak detection as an add-on service with strong privacy guarantees. We perform extensive experimental evaluation on the privacy, efficiency, accuracy and noise tolerance of our techniques. Our evaluation results under various data-leak scenarios and setups show that our method can support accurate detection with very small number of false alarms, even when the presentation of the data has been transformed. It also indicates that the detection accuracy does not degrade when partial digests are used. We further provide a quantifiable method to measure the privacy guarantee offered by our fuzzy fingerprint framework.",2012
Programming Environments for Multidisciplinary Grid Communities,"Rapid advances in technological infrastructure as well as the emphasis on application support systems have signaled the maturity of grid computing. Today’s grid computing environments (GCEs) extend the notion of a programming environment beyond the compile-schedule-execute paradigm to include functionality such as networked access, information services, data management, and collaborative application composition. In this article, we present GCEs in the context of supporting multidisciplinary communities of scientists and engineers. We present a high-level design framework for building GCEs and a space of characteristics that help identify requirements for GCEs for multidisciplinary communities. By describing integrated systems for five different multidisciplinary communities, we outline the unique responsibility (and opportunity) for GCEs to exploit the larger context of the scientific or engineering application, defined by the ongoing activities of the pertinent community. Finally, we describe several core systems support technologies that we have developed to support multidisciplinary GCE applications.",2001-07-01
Software Reuse Metrics and Models: A Survey,This paper is no longer available.  It has been replaced by TR-95-07.,1994
Seeing Things Your Way: Information Visualization for a User-Centered Database of Computer Science Literature,"Project Envision is a user-centered multimedia database of computer science literature.  Envision features powerful information visualization by displaying search results as a matrix of icons, with layout semantics under user control.  Its Graphic View interacts with Item Summary and Preview Item windows to give users access to bibliographic information and abstracts.  The concepts underlying these windows are being extended to a Graphical Browser for the full database and for hierarchical structures.  This paper describes the development process and information visualization facilities in Envision search results and browsing displays.",1994
Parallel Global Aircraft Configuration Design Space Exploration,"The preliminary design space exploration for large,interdisciplinary engineering problems is often a difficult and time-consuming task. General techniques are needed that efficiently and methodically search the design space. This work focuses on the use of parallel load balancing techniques integrated with a global optimizer to reduce the computational time of the design space exploration. The method is applied to the multidisciplinary design of a High Speed Civil Transport (HSCT). A modified Lipschitzian optimization algorithm generates large sets of design points that are evaluated concurrently using a variety of load balancing schemes.The load balancing schemes implemented in this study are: static load balancing, dynamic load balancing with a master-slave organization, fully distributed dynamic load balancing, an fully distributed dynamic load balancing via threads. All of the parallel computing schemes have high parallel efficiencies. When the variation in the design evaluation times is small, the computational overhead needed for fully distributed dynamic load balancing is substantial enough so that it is more efficient to use a master-slave paradigm. However, when the variation in evaluation times is increased, fully distributed load balancing is the most efficient.",2000
A Homotopy Algorithm for the Combined H2/H∞ Model Reduction Problem,"The problem of finding a reduced order model, optimal in the H2 sense, to a given system model is a fundamental one in control system analysis and design. The addition of an H∞ constraint to the H2 optimal model reduction problem results in a more practical yet computationally more difficult problem. Without the global convergence of probability-one homotopy methods the combined H2 /H∞ model reduction problem is difficult to solve. Several approaches based on homotopy methods have been proposed. The issues are the number of degrees of freedom, the well posedness of the finite dimensional optimization problem, and the numerical robustness of the resulting homotopy algorithm. Homotopy algorithms based on two formulations---input normal form; Ly, Bryson, and Cannon's 2x2 block parametrization are developed and compared.",1992
Strategies for Parallelizing PDE Software,"Three strategies for parallelizing components of the mathematical software package ELLPACK are considered: an explicit approach using compiler directives available only on the target machine, an automatic approach using an optimizing and parallelizing precompiler, and a two-level approach based on extensive use of a set of low level computational kernels. Each approach to parallelization is described in detail, along with a discussion of the effort involved. In connection with the third strategy, a set of computational kernels useful for PDE solving is proposed. We describe our experience in parallelizing six problem solving components of ELLPACK using each of the three strategies and give performance results for a shared memory multiprocessor. Our results suggest that the two-level strategy allows the best balance among programmer effort, portability, and parallel performance.",1992
An Introduction to the Concepts and Techniques of Automated Theorem-Proving,"This paper summarizes the theoretical foundations and basic methodology of automated theorem-proving. The material presented includes a review of the predicate calculus, the transformation of a first-order wff into clause normal form, J. A. Robinson's resolution principle, semantic resolution, significant resolution heuristics (search strategies), and paramodulation. The application of theorem-proving techniques to the problem of program correctness is also briefly discussed.",1975
A Taxonomy for the Syntax and Semantics of Programs,"A comparison is made between the competence and performance models of Chomsky and the two elements of syntax proposed by McCarthy. These concepts are then expanded over utterances in natural languages and programs from programming languages, to cover the syntax of a program, the underlying abstract elements of the program, the meaning of the program, the algorithm which the program represents, the program itself and the statement of the problem being solved.",1975
Empirical Comparisons of Virtual Environment Displays,"There are many different visual display devices used in virtual environment (VE) systems. These displays vary along many dimensions, such as resolution, field of view, level of immersion, quality of stereo, and so on. In general, no guidelines exist to choose an appropriate display for a particular VE application. Our goal in this work is to develop such guidelines on the basis of empirical results. We present two initial experiments comparing head-mounted displays with a workbench display and a foursided spatially immersive display. The results indicate that the physical characteristics of the displays, users' prior experiences, and even the order in which the displays are presented can have significant effects on performance.",2001
Using Pinch Gloves(TM) for both Natural and Abstract Interaction Techniques in Virtual Environments,"Usable three-dimensional (3D) interaction techniques are difficult to design, implement, and evaluate. One reason for this is a poor understanding of the advantages and disadvantages of the wide range of 3D input devices, and of the mapping between input devices and interaction techniques. We present an analysis of Pinch Gloves™ and their use as input devices for virtual environments (VEs). We have developed a number of novel and usable interaction techniques for VEs using the gloves, including a menu system, a technique for text input, and a two-handed navigation technique. User studies have indicated the usability and utility of these techniques.",2001
Solving Galerkin Approximations to Nonlinear Two-Point Boundary Value Problems by a Globally Convergent Homotopy Method,"The Chow-Yorke algorithm, i.e., a homotopy method that has been proved globally convergent j problems, certain classes of zero finding and nonlinear programming problems, and two-point, boundary based on shooting, finite differences, and spline collocation. The method is numerically stable and has been applied to a wide range of  practical engineering problems. Here the Chow-Yorke algorithm is proved globally c Galerkin approximations to nonlinear two-point boundary value problems. Several numerical implement are briefly described, and computational results are presented for a fairly difficult, magnet-hydrodynamic problem.  Key words. homotopy method, Chow-Yorke algorithm, globally convergent,, two-point boundary value method, finite element method, nonlinear equations",1986
Static and Dynamic Software Quality Metric Tools,"The ability to detect and predict poor software quality is of major importance to software engineers, managers, and quality assurance organizations.  Poor software quality leads to increased development costs and expensive maintenance.  With so much attention on exacerbated budgetary constraints, a viable alternative is necessary.  Software quality metrics are designed for this purpose.  Metrics measure aspects of code or PDL representations, and can be collected and used throughout the life cycle [RAMC85].",1990
Multidisciplinary Design Optimization with Quasiseparable Subsystems,"Numerous hierarchical and nonhierarchical decomposition strategies for the optimization of large scale systems, comprised of interacting subsystems, have been proposed. With a few exceptions, all of these strategies have proven theoretically unsound. This paper focuses on a class of quasiseparable optimization problems narrow enough for a rigorous decomposition theory, yet general enough to encompass many large scale engineering design problems. The subsystems for these problems involve local design variables and global system variables, but no variables from other subsystems. The objective function is a sum of a global system criterion and the subsystems’ criteria. The essential idea is to give each subsystem a budget and global system variable values, and then ask the subsystems to independently maximize their constraint margins. Using these constraint margins, a system optimization then adjusts the values of the system variables and subsystem budgets. The subsystem margin problems are totally independent, always feasible, and could even be done asynchronously in a parallel computing context. An important detail is that the subsystem tasks, in practice, would be to construct response surface approximations to the constraint margin functions, and the system level optimization would use these margin surrogate functions. The purpose of the present paper is to present a decomposition strategy in a general context, provide rigorous theory justifying the decomposition, and give some simple illustrative examples.",2002
Adding Value to the Software Development Process: A Study in Independent Verification and Validation,"Independent Verification and Validation (IV&V) is best viewed as an overlay process supporting a software development effort.  While the touted benefits of a properly managed IV&V activity are many, they specifically emphasize: (a) early fault detection, (b) reduced time to remove faults, and (c) a more robust end-product.  This paper outlines a study funded by NASA-Langley Research Center to examine an existing IV&V methodology, and to confirm (or refute) the touted beneficial claims.  In the study two distinct development groups are established, with only one having an IV&V contingent.  Both groups are tasked to produce a software product using the same set of requirements.  Within each phase of the development effort, fault detection and fault removal data are recorded.  An analysis of that data reveals that the group having the IV&V contingent: (a) detected errors earlier in the software development process, and (b) on the average, required significantly less time to remove those faults.  Moreover, a test for operational correctness further reveals that the system developed by the group having the IV&V component was substantially more robust than the one produced by the other development group.  A statistical analysis of our results is also provided to establish significance.",1998-08-01
Quantum Computing Applied to Optimization,"Optimization problems represent a class of problems that can be time consuming to solve and very complex. In this paper, a quantum algorithm for solving optimization problems is proposed. The algorithm utilizes the encoding scheme from genetic algorithms to encode the problem and then uses Grover's unitary transformation to seek out a solution. The efficiency of the algorithm depends on the length of the chromosome or the coded variable. As a simple example the satisfiability problem, an NP-complete problem, is examined using the algorithm and the time complexity of solving this problem is greatly improved. The traveling salesman and minimum spanning tree problems are also briefly discussed.",1999-09-01
Globally Convergent Homotopy Algorithms for the Combined H-squared/ H-to Infinity Model Reduction Problem,"The problem of finding a reduced order model, optimal in the H-squared sense, to a given system model is a fundamental one in control system analysis and design.  The addition of a H-to infinity constraint to the H-squared optimal model reduction problem results in a more practical yet computationally more difficult problem.  Without the global convergence of probablity-one homotopy methods the combined H-squared/H-to infinity model reduction problem is difficult to solve. Several approaches based on homotopy methods have been proposed.  The issues are the number of degrees of freedom, the well posedness of the finite dimensional optimization problem, and the numerical robustness of the resulting homotopy algorithm.  Homotopy algorithms based on several formulations -- input normal, Ly, Bryson, and Cannon's 2 x 2 block parametrization -- are developed and compared here.",1993-06-01
A Comparison of Two Methods for Soft Boolean Operator Interpretation in Information Retrieval,"Information retrieval systems generally are given Boolean logic queries by users or search intermediaries, in order that an efficient and effective search for relevant documents can be automatically carried out. Previous work with an extended interpretation of Boolean queries has shown that a dramatic improvement in search effectiveness results.  Using the P-norm to compute distance from the ideal points in a multi-dimensional space of truth values leads to best results .1 values are on the order of 1 to 4.  Other schemes besides the P-norm approach have been proposed in recent years.  This paper describes experimental studies aimed at evaluating one family of such methods.  In particular, a parameterized fuzzy-logic approach is contrasted with the norm interpretation. Regression analysis supports expected results of parameter settings and gives further insight into why the P-norm scheme is superior.",1986
Parallel Solution of Generalized Symmetric Tridiagonal Eigenvalue Problems on Shared Memory Multiprocessors,"This paper describes and compares two methods for solving a generalized eigenvalue problem , where T and S are both real symmetric and tridiagonal, and S is positive definite, and the target architecture is a shared memory multiprocessor. One method can be viewed as a generalization of the treeql algorithm of Dongarra and Sorensen [1987]. The second algorithm is a straightforward parallel extension of the bisection/inverse iteration algorithm treeps of Lo, Philippe, and Sameh [1987]. The two methods are representative of families of algorithms of quite different character. We illustrate and compare sequential and parallel performance of the two approaches with numerical examples.",1992
A Genetic Algorithm Approach to Cluster Analysis,"A common problem in the social and agricultural sciences is to find clusters in experi- mental data; the standard attack is a deterministic search terminating in a locally optimal clustering. We propose here a genetic algorithm (GA) for performing cluster analysis. GAs have been used profitably in a variety of contexts in which it is either impractical or impossible to directly solve for a globally optimal solution to complex numerical problems. In the present case, our GA clustering tech- nique attempted to maximize a variance-ratio (VR) based goodness-of-fit criterion defined in terms of external cluster isolation and internal cluster homogeneity. Although our GA-based clustering algorithm cannot guarantee to recover the cluster solution that exhibits the global maximum of this fitness function, it does explicitly work toward this goal (in marked contrast to existing clustering al- gorithms, especially hierarchical agglomerative ones such as Ward’s method). Using both constrained and unconstrained simulated datasets, Monte Carlo results showed that in some conditions the ge- netic clustering algorithm did indeed surpass the performance of conventional clustering techniques (Ward’s and K-means) in terms of an internal (VR) criterion. Suggestions for future refinement and study are offered.",1998-08-01
A New View on What Limits TCP/IP Throughput in Local Area Networks,"This paper presents experimental results on what limits local area network throughput at the application program level for two popular transport protocols, TCP and UDP, using two application program interfaces, Berkeley sockets and System V transport layer interface.  The sensitivity of application-level performance to the choice of host computer speed and background load on the host are also studied.  Two sets of measurements are discussed.  The first contains macroscopic measurement of throughput on 68020, 68030, 68040, 80386, SPARC, and MIPS R2000 and R3000 based computers over a single Ethernet subnet.  The second presents a detailed timing analysis using a hardware monitor of a TCP/IP implementation for PC architecture computers.  Previous studies implicate memory copying, checksumming, and the operating system interface as the major overheads in TCP/IP, rather than the time required to execute the protocol itself.  This study indicates that these factors are secondary when the sender and receiver are closely matched in speed; rather the primary bottleneck is the TCP flow control mechanism.  TCP flow control becomes closer to optimal as the degree of speed mismatch increases.  We draw conclusions on why window mechanisms should be augmented by rate based flow control in the new generation of high data rate networks.",1991
Hodiex: A Sixth Order Accurate Method for Solving Elliptical PDEs,"This paper describes a method for discretizing general linear two dimensional elliptical PDEs with variable coefficients, Lu=g, which achieves high orders of accuracy on an extended range of problems.  The method can be viewed as an extension of the ELLPACK6 discretization module HODIE (""High Order Difference Approximation with Identity Expansion""), which achieves high orders of accuracy on a more limited class of problems.  We thus call this method HODIEX.  An advantage of HODIEX methods, including the one described here, is that they are based on a compact 9-point stencil which yields linear systems with a smaller bandwidth than if a larger stencil were used to achieve higher accuracy.",1993
A Framework for Assessing the Adequacy and Effectiveness of software development methodologies,"A framework for evaluating software development methodologies is described.  Beginning with the issue of what constitutes a methodology, an evaluation procedure is presented that exploits defined linkages among objectives, principles, and attributes intrinsic to the software development process.  The evaluation of software development methodologies reflects an assessment structured by the needs, process, and product sequence for system development.  Linkages are defined from recognized software engineering sources, providing a foundation for both objective and subjective ""analysis"" of a given methodology.  Application of the evaluation procedure to two software development methodologies currently used by the United States Navy establishes feasibility of the framework and reveals the inherent power of the evaluation procedure.",1991
Software Quality Measurement: Validation of a Foundational Approach,"This report discusses the first year findings of a proposed three year investigation effort that focuses on the assessment and prediction of software quality.  The research exploits fundamental linkages among software engineering Objectives, Principles and Attributes (the OPA framework). Process, code and document quality indicators are presented relative to the OPA framework, with elaboration on their individual roles in assessing and predicting software quality.  The synthesis of an Ada code analyzer is discussed as well as proposed complementary tools comprising an automated data collection and report generation system.  Key Words and Phrases: Simulation quality assessment and prediction; software engineering objectives, principles and attributes; software quality indicators, process indicators, code indicators, document quality indicators.",1991
A Robust Variable Order Facet Model for Image Data,"It is a common practice in computer vision and image processing to convolve rectangular constant coefficient windows with digital images to perform local smoothing and derivative estimation for edge detection and other purposes.  If all data points in each image window belong to the same statistical population, this practice is reasonable and fast. But, as is well known, constant coefficient window operators produce incorrect results if more than one statistical population is present within a window, e.g., if a gray level or gradient discontinuity is present.  This paper shows one way to apply the theory of robust statistics to the data smoothing and derivative estimation problem.  A robust window operator is demonstrated that preserves gray level and gradient discontinuities in digital images as it smooths and estimates derivatives.",1991
UNITY Algorithms for Detecting Stable and Non-Stable Termination Conditions in Time Warp Parallel Simulations,"This paper extends work done by Abrams and Richardson on the topic of implementing global termination conditions and collecting output measures in parallel simulation.  Concentrating on the Time Warp method for parallel simulation, an improved categorization scheme for termination conditions is presented, as well as algorithms written in UNITY notation to implement each category.",1990
Email-Set Visualization: Facilitating Re-Finding in Email Archives,"In this paper we describe ESVT – EmailSet Visualization Tool, an email archive tool that provides users a visualization to re-find and discover information in their email archive. ESVT is an end-to-end email archive tool that can be used from archiving a user’s email messages to visualizing queries on the email archive. We address email archiving by allowing import of email messages from an email server or from a standard existing email client. The central idea in ESVT’s visualization, an “email-set”, is the set of emails that are the result of a query on a user’s email archive. ESVT provides a multiple email-set view - visualization of multiple email-sets on a time axis. In addition, each email set can be individually visualized based on person and time axis, using the single email-set view. Query logs, individual email visualization, multiple email set visualization provide rich contextual cues, thus enabling end users to deal with email overload and re-find past email which otherwise wouldn’t be discovered easily.",2007-05-01
Update on Multirate Timestepping Methods for Hyperbolic Conservation Laws,This paper constructs multirate time discretizations for hyperbolic conservation laws that allow different timesteps to be used in different parts of the spatial domain. The proposed family of discretizations is second order accurate in time and has conservation and linear and nonlinear stability properties under local CFL conditions. Multirate timestepping avoids the necessity to take small global timesteps (restricted by the largest value of the Courant number on the grid) and therefore results in more efficient algorithms. Numerical results obtained for the advection and Burgers equations confirm the theoretical findings.,2007-03-01
Representing Polyhedra: Faces are Better than Vertices,"In this paper, we investigate the reconstruction of planar-faced polyhedra given their spherical dual representation.  We prove that the spherical dual representation is unambiguous for all genus 0 polyhedra and that a genus 0 polyhedra can be uniquely reconstructed in polynomial time.  We also prove that when the degree of the spherical dual representation is at most four, the representation is unambiguous for polyhedra at any genus.  The first result extends the well known result that a vertex or face connectivity graph represents a polyhedron unambiguously when the graph is triconnected and planar in the case of planar-faced polyhedra.  The second result shows that when each face of a polyhedron of arbitrary genus has at most four edges, the polyhedron can be recontructed uniquely.  This extends the result that a polyhedron can be uniquely reconstructed when each face of the polyhedron is triangular.  To obtain this result, we prove that the 4-dimension hypercube, a classic example of ambiguity in the wire frame representation scheme, is unambiguous when the same connectivity graph is viewed as the spherical dual representation of a polyhedron and thus that faces are a better representation than vertices.  A result of the reconstruction algorithm is that high level features of the polyhedron are naturally extracted.  Both of our results explicitly use the fact that the faces of the polyhedron are planar.  We conjecture that the spherical dual representation is unambiguous for polyhedra of any genus.",1990
High Dimensional Homotopy Curve Tracking on a Shared Memory Multiprocessor,"Results are reported for a series of experiments involving numerical curve tracking on a shared memory parallel computer.  Several algorithms exist for finding zeros or fixed points of nonlinear systems of equations that are globally convergent for almost all starting points, i.e., with probability one.  The essence of all such algorithms is the construction of an appropriate homotopy map and then the tracking of some smooth curve in the zero set of this homotopy map.  HOMPACK is a mathematical software package implementing globally convergent homotopy algorithms with three different techniques for tracking a homotopy zero curve, and has separate routines for dense and sparse Jacobian matrices.  A parallel version of HOMPACK is implemented on a shared memory parallel computer with various levels and degrees of parallelism (e.g., linear algebra, function and Jacobian matrix evaluation), and a detailed study is presented for each of these levels with respect to the speedup in execution time obtained with the parallelism, the time spent implementing the parallel code and the extra memory allocated by the parallel algorithm.",1991
Homotopy Approaches to the H2 Reduced Order Model Problem,"The optimal projection approach to solving the H2 reduced order model problem produces two coupled, highly nonlinear matrix equations with rank conditions as constraints. The algorithms proposed herein utilize probability-one homotopy theory as the main tool. It is shown that there is a family of systems (the homotopy) that make a continuous transformation from some initial system to the final system.  With a carefully chosen initial system all the systems along the homotopy path will be asymptotically stable, controllable and observable. One method, which solves the matrix equations in their original form, requires a decomposition of the projection matrix using the Drazin inverse of a matrix.  An effective algorithm for computing the derivative of the projection matrix that involves solving a set of Sylvester equations is given.  Several strategies for choosing the homotopy maps and the starting points (initial systems) are discussed and compared, in the context of some reduced order model problems from the literature.  Numerical results are included for ten test problems, of sizes 2 through 17.",1991
Analysis of Function Component Complexity for Hypercube Homotopy Algorithms,"Probability-one homotopy algorithms are a class of methods for solving nonlinear systems of equations that are globally convergent from an arbitrary starting point with probability one. The essence of these homotopy algorithms is the construction of a homotopy map ra and the subsequent tracking of a smooth curve g in the zero set  ra-1 (0) of ra . Tracking the zero curve g requires repeated evaluation of the map ra  its n x (n + 1) Jacobian matrix Dra , and numerical linear algebra for calculating the kernel of Dra . This paper analyzes parallel homotopy algorithms on a hypercube, briefly reviewing the numerical linear algebra, several communication topologies and problem decomposition strategies, and concentrating on function component complexity, problem size, and the effect of different component complexity distributions. These parameters interact in complicated ways, but some general principles can be inferred based on empirical results. Implications for developing reliable and efficient parallel mathematical software packages for this problem area are also discussed.",1991
Representing Polyhedra: Faces Are Better than Vertices,"In this paper, we investigate the reconstruction of planar-faced polyhedra given their spherical dual representation. We prove that the spherical dual representation is unambiguous for all genus 0 polyhedra and that a genus 0 polyhedron can be uniquely reconstructed in polynomial time. We also prove that when the degree of spherical dual representation is at most four, the representation is unambiguous for polyhedra of any genus.",1992
Terminating Parallel Simulations,"This paper presents two different general solutions to the simulation termination problem for various simulation protocols and parallel architectures. Implementation of both solutions with conservative-synchronous, optimistic, and conservative-asynchronous simulation protocols as well as synchronous shared-memory, distributed, and asynchronous shared memory architectures is discussed.",1992
FAST-INV: A Fast Algorithm for building large inverted files,"Inverted files are widely used in building bibliographic and other types of retrieval systems.  In order to investigate the utility of advance information retrieval methods for improving access to large online library catalogs, it was necessary to extend the SMART system in a variety of ways.  One particular problem was to develop a fast method to produce an inverted file from hundreds of thousands of (partial) MARC records.  The FAST-INV software was developed in 1986, taking advantage of the large primary memories available on modern computers and the order inherent in the input data.  Using the new algorithm, processing in primary memory for N basic data elements has time complexity O(N), and processing of files that will not fit in primary memory can be accomplished in a fixed number of passes.  Performance studies show this approach to be (at least) an order of magnitude faster than commonly used techniques.  It is hoped that these findings will be of interest to database providers and will help them reduce costs relating to the building of inverted files, as we have been doing for the last five years.",1991
The Application of Concurrent Object-Oriented Techniques to Reactive Systems,"A language and system model combining concurrency, abstract communication and an object orientation offers several advantages in the design and implementation of large-scale reactive systems. An object-orientation captures the abstraction and variety of entities inhabiting the environment while the autonomy of actual entities is clearly reflected by expressions of concurrency in the program of the reactive system. Abstract communication is necessary to achieve data sharing among heterogeneous systems. However, attempts to design and implement a paradigm unifying these three features have encountered unexpected difficulties. These difficulties include the interference between concurrency control (synchronization) and inheritance, inadequate application-oriented communication abstractions, the absence of a useful model of exception handling for concurrent object-oriented applications, and the lack of a powerful and useful theory of computation based on asynchrony.",1992
Toward Parallel Mathematical Software for Elliptic Partial Differential Equations,"Three approaches to parallelizing important components of the mathematical software package ELLPACK are considered: an explicit approach using compiler directives available only on the target machine, an automatic approach using an optimizing and parallelizing precompiler, and a two-level approach based on extensive use of a set of low level computational kernels. The focus is on shared memory architectures.  Each approach to parallelization is described in detail, along with a discussion of the effort involved. Performance on a test problem, using up to sixteen processors of a Sequent Symmetry S81, is reported and discussed.  Implications for the parallelization of a broad class of mathematical software are drawn.",1991
Diffusion and Wave Propagation in Cellular Automaton Models of Excitable Media,"In this paper, the authors (1) examine general ""masks"" as discrete approximations to the diffusion equation, showing how to calculate the diffusion coefficient from the elements of the mask; (2) combine the mask with a thresholding operation to simulate the propagation of waves in excitable media, showing that (for well-chosen masks) the waves obey a linear ""speed-curvature"" relation with slope given by the predicted diffusion coefficient; and (3) assess the utility of different masks in terms of computational efficiency and adherence to a linear speed-curvature relation.",1991
An Artificial Intelligence Environment for Information Retrieval Research,"The CODER (COmposite Document Expert/Extended/Effective Retrieval) project is a multi-year effort to investigate how best to apply artificial intelligence methods to increase the effectiveness of information retrieval systems. Particular attention is being given to analysis and representation of heterogeneous documents, such as electronic mail digests or messages, which vary widely in style, length, topic,and structure. In order to ensure system adaptability and to allow reconfiguration for controlled experimentation, the project has been designed as a moderated expert system. This thesis covers the design problems involved in providing a unified architecture and knowledge representation scheme for such a system, and the solutions chosen for CODER. An overall object-oriented environment is constructed using a set of message-passing primitives based on a modified Prolog call paradigm. Within this environment is embedded the skeleton of a flexible expert system, where task decomposition is performed in a knowledge-oriented fashion and where subtask managers are implemented as members of a community of experts. A three-level knowledge representation formalism of elementary data types, frames, and relations is provided, and can be used to construct knowledge structures such as terms, meaning structures, and document interpretations. The use of individually tailored specialist experts coupled with standardized blackboard modules for communication and control and external knowledge bases for maintenance of factual world knowledge allows for quick prototyping, incremental development and flexibility under change. The system as a whole is structured as a set of communicating modules, defined functionally and implemented under UNIX^TM using sockets and the TCP/IP protocol for communication. Inferential modules are being coded in MU-Prolog; non-inferential modules are being prototyped in MU-Prolog and will be re-implemented as needed in C++.",1988
ReSHAPE: A Framework for Dynamic Resizing and Scheduling of Homogeneous Applications in a Parallel Environment,"Applications in science and engineering often require huge computational resources for solving problems within a reasonable time frame. Parallel supercomputers provide the computational infrastructure for solving such problems. A traditional application scheduler running on a parallel cluster only supports static scheduling where the number of processors allocated to an application remains fixed throughout the lifetime of execution of the job. Due to the unpredictability in job arrival times and varying resource requirements, static scheduling can result in idle system resources thereby decreasing the overall system throughput. In this paper we present a prototype framework called ReSHAPE, which supports dynamic resizing of parallel MPI applications executed on distributed memory platforms. The framework includes a scheduler that supports resizing of applications, an API to enable applications to interact with the scheduler, and a library that makes resizing viable. Applications executed using the ReSHAPE scheduler framework can expand to take advantage of additional free processors or can shrink to accommodate a high priority application, without getting suspended. In our research, we have mainly focused on structured applications that have two-dimensional data arrays distributed across a two-dimensional processor grid. The resize library includes algorithms for processor selection and processor mapping. Experimental results show that the ReSHAPE framework can improve individual job turn-around time and overall system throughput.",2007
Tracing the Efficient Curve for Multi-objective Control-Structure Optimization,"A recently developed active set algorithm for tracing parametrized optima is adapted to multi-objective optimization.  The algorithm traces a path of Kuhn-Tucker points using homotopy curve tracking techniques, and is based on identifying and maintaining the set of active constraints. Second order necessary optimality conditions are used to determine nonoptimal stationary points on the path.  In the bi-objective optimization case the algorithm is used to trace the curve of efficient solutions (Pareto optima). As an example, the algorithm is applied to the simultaneous minimization of the weight and control force of a ten-bar truss with two collocated sensors and actuators, with some interesting results.",1991
Trusting Remote Users… Can They Identify Problems Without Involving Usability Experts?,"Based on our belief that critical incident data, observed during usage and associated closely with specific task performance are the most useful kind of formative evaluation data for finding and fixing usability problems, we developed a Remote Usability Evaluation Method (RUEM) that involves real users self-reporting critical incidents encountered in real tasks performed in their normal working environments without the intervention of evaluators. In our exploratory study we observed that users were able to identify, report, and rate the severity level of their own critical incidents with only brief training.",2007
A Comparison of Three Cursor Control Devices on a Cursor Control Benchmark Task,"A number of past studies have compared performance of cursor control devices.  Conclusions regarding the ""best"" device for a particular application are difficult to draw because the tasks used in previous comparisons have differed from one another and have not included all of the factors affecting performance with the devices.  The present study used a target acquisition task whose components were derived from analyzing the cursor control device movements of users while performing actual tasks.  The components of the task were target size, target distance, direction, and mode (i.e., point-and-click vs. drag).  Three cursor control devices, cursor keys, mouse, and trackball, were each used by 12 subjects to perform the task. Results indicate the mouse and trackball perform similarly in most cases. The cursor keys always performed more poorly than the other devices. Hence, the mouse and trackball are preferable to the cursor keys based on objective measure of user performance.  In conditions where cursor keys are necessary, careful attention should be paid to aspects of the interface listed above in order to attain the highest level of performance possible.",1991
